currency,code,value,date
nowy izraelski szekel,ILS,1.2617,2023-01-11
peso chilijskie,CLP,0.005277,2023-01-11
peso filipińskie,PHP,0.0795,2023-01-11
peso meksykańskie,MXN,0.2289,2023-01-11
rand (Republika Południowej Afryki),ZAR,0.2567,2023-01-11
real (Brazylia),BRL,0.8392,2023-01-11
ringgit (Malezja),MYR,0.9984,2023-01-11
rupia indonezyjska,IDR,0.00028186,2023-01-11
rupia indyjska,INR,0.053471,2023-01-11
won południowokoreański,KRW,0.003501,2023-01-11
yuan renminbi (Chiny),CNY,0.6445,2023-01-11
SDR (MFW),XDR,5.8634,2023-01-11
bat (Tajlandia),THB,0.1306,2023-01-12
dolar amerykański,USD,4.3556,2023-01-12
dolar australijski,AUD,3.0108,2023-01-12
dolar Hongkongu,HKD,0.5578,2023-01-12
dolar kanadyjski,CAD,3.2445,2023-01-12
dolar nowozelandzki,NZD,2.7707,2023-01-12
dolar singapurski,SGD,3.276,2023-01-12
euro,EUR,4.6888,2023-01-12
forint (Węgry),HUF,0.011744,2023-01-12
frank szwajcarski,CHF,4.6773,2023-01-12
funt szterling,GBP,5.3035,2023-01-12
hrywna (Ukraina),UAH,0.1258,2023-01-12
jen (Japonia),JPY,0.033257,2023-01-12
korona czeska,CZK,0.1951,2023-01-12
korona duńska,DKK,0.6304,2023-01-12
korona islandzka,ISK,0.030388,2023-01-12
korona norweska,NOK,0.4355,2023-01-12
korona szwedzka,SEK,0.4151,2023-01-12
lej rumuński,RON,0.9498,2023-01-12
lew (Bułgaria),BGN,2.3973,2023-01-12
lira turecka,TRY,0.2319,2023-01-12
nowy izraelski szekel,ILS,1.2644,2023-01-12
peso chilijskie,CLP,0.005288,2023-01-12
peso filipińskie,PHP,0.0788,2023-01-12
peso meksykańskie,MXN,0.2305,2023-01-12
rand (Republika Południowej Afryki),ZAR,0.2584,2023-01-12
real (Brazylia),BRL,0.8441,2023-01-12
ringgit (Malezja),MYR,0.9992,2023-01-12
rupia indonezyjska,IDR,0.00028398,2023-01-12
rupia indyjska,INR,0.0534,2023-01-12
won południowokoreański,KRW,0.003497,2023-01-12
yuan renminbi (Chiny),CNY,0.646,2023-01-12
SDR (MFW),XDR,5.8526,2023-01-12
bat (Tajlandia),THB,0.1312,2023-01-13
dolar amerykański,USD,4.3272,2023-01-13
dolar australijski,AUD,3.0183,2023-01-13
dolar Hongkongu,HKD,0.554,2023-01-13
dolar kanadyjski,CAD,3.2417,2023-01-13
dolar nowozelandzki,NZD,2.7666,2023-01-13
dolar singapurski,SGD,3.2741,2023-01-13
euro,EUR,4.6915,2023-01-13
forint (Węgry),HUF,0.011842,2023-01-13
frank szwajcarski,CHF,4.66,2023-01-13
funt szterling,GBP,5.291,2023-01-13
hrywna (Ukraina),UAH,0.1258,2023-01-13
jen (Japonia),JPY,0.033661,2023-01-13
korona czeska,CZK,0.1953,2023-01-13
korona duńska,DKK,0.6306,2023-01-13
korona islandzka,ISK,0.030405,2023-01-13
korona norweska,NOK,0.4385,2023-01-13
korona szwedzka,SEK,0.4161,2023-01-13
lej rumuński,RON,0.9496,2023-01-13
lew (Bułgaria),BGN,2.3987,2023-01-13
lira turecka,TRY,0.2303,2023-01-13
nowy izraelski szekel,ILS,1.2685,2023-01-13
peso chilijskie,CLP,0.005286,2023-01-13
peso filipińskie,PHP,0.0789,2023-01-13
peso meksykańskie,MXN,0.2298,2023-01-13
rand (Republika Południowej Afryki),ZAR,0.2576,2023-01-13
real (Brazylia),BRL,0.847,2023-01-13
ringgit (Malezja),MYR,0.9979,2023-01-13
rupia indonezyjska,IDR,0.0002857,2023-01-13
rupia indyjska,INR,0.0532,2023-01-13
won południowokoreański,KRW,0.003497,2023-01-13
yuan renminbi (Chiny),CNY,0.6443,2023-01-13
SDR (MFW),XDR,5.8544,2023-01-13
bat (Tajlandia),THB,0.1317,2023-01-16
dolar amerykański,USD,4.3436,2023-01-16
dolar australijski,AUD,3.025,2023-01-16
dolar Hongkongu,HKD,0.5561,2023-01-16
dolar kanadyjski,CAD,3.2429,2023-01-16
dolar nowozelandzki,NZD,2.7772,2023-01-16
dolar singapurski,SGD,3.29,2023-01-16
euro,EUR,4.7004,2023-01-16
forint (Węgry),HUF,0.011779,2023-01-16
frank szwajcarski,CHF,4.6959,2023-01-16
funt szterling,GBP,5.2998,2023-01-16
hrywna (Ukraina),UAH,0.1258,2023-01-16
jen (Japonia),JPY,0.033837,2023-01-16
korona czeska,CZK,0.1958,2023-01-16
korona duńska,DKK,0.6318,2023-01-16
korona islandzka,ISK,0.030463,2023-01-16
korona norweska,NOK,0.4388,2023-01-16
korona szwedzka,SEK,0.4171,2023-01-16
lej rumuński,RON,0.9505,2023-01-16
lew (Bułgaria),BGN,2.4033,2023-01-16
lira turecka,TRY,0.2313,2023-01-16
nowy izraelski szekel,ILS,1.2699,2023-01-16
peso chilijskie,CLP,0.005313,2023-01-16
peso filipińskie,PHP,0.0797,2023-01-16
peso meksykańskie,MXN,0.2305,2023-01-16
rand (Republika Południowej Afryki),ZAR,0.2544,2023-01-16
real (Brazylia),BRL,0.8524,2023-01-16
ringgit (Malezja),MYR,1.0064,2023-01-16
rupia indonezyjska,IDR,0.00028871,2023-01-16
rupia indyjska,INR,0.053218,2023-01-16
won południowokoreański,KRW,0.003512,2023-01-16
yuan renminbi (Chiny),CNY,0.6456,2023-01-16
SDR (MFW),XDR,5.861,2023-01-16
bat (Tajlandia),THB,0.1311,2023-01-17
dolar amerykański,USD,4.3398,2023-01-17
dolar australijski,AUD,3.0164,2023-01-17
dolar Hongkongu,HKD,0.5551,2023-01-17
dolar kanadyjski,CAD,3.2321,2023-01-17
dolar nowozelandzki,NZD,2.7753,2023-01-17
dolar singapurski,SGD,3.2795,2023-01-17
euro,EUR,4.6946,2023-01-17
forint (Węgry),HUF,0.011763,2023-01-17
frank szwajcarski,CHF,4.7005,2023-01-17
funt szterling,GBP,5.2992,2023-01-17
hrywna (Ukraina),UAH,0.1258,2023-01-17
jen (Japonia),JPY,0.033697,2023-01-17
korona czeska,CZK,0.1956,2023-01-17
korona duńska,DKK,0.6311,2023-01-17
korona islandzka,ISK,0.030386,2023-01-17
korona norweska,NOK,0.4373,2023-01-17
korona szwedzka,SEK,0.4161,2023-01-17
lej rumuński,RON,0.9521,2023-01-17
lew (Bułgaria),BGN,2.4003,2023-01-17
lira turecka,TRY,0.231,2023-01-17
nowy izraelski szekel,ILS,1.2682,2023-01-17
peso chilijskie,CLP,0.005275,2023-01-17
peso filipińskie,PHP,0.0792,2023-01-17
peso meksykańskie,MXN,0.2311,2023-01-17
rand (Republika Południowej Afryki),ZAR,0.2535,2023-01-17
real (Brazylia),BRL,0.843,2023-01-17
ringgit (Malezja),MYR,1.0031,2023-01-17
rupia indonezyjska,IDR,0.00028617,2023-01-17
rupia indyjska,INR,0.053076,2023-01-17
won południowokoreański,KRW,0.003504,2023-01-17
yuan renminbi (Chiny),CNY,0.6406,2023-01-17
SDR (MFW),XDR,5.8537,2023-01-17
bat (Tajlandia),THB,0.1319,2023-01-18
dolar amerykański,USD,4.3322,2023-01-18
dolar australijski,AUD,3.0435,2023-01-18
dolar Hongkongu,HKD,0.5536,2023-01-18
dolar kanadyjski,CAD,3.2428,2023-01-18
dolar nowozelandzki,NZD,2.8103,2023-01-18
dolar singapurski,SGD,3.2942,2023-01-18
euro,EUR,4.7091,2023-01-18
forint (Węgry),HUF,0.011927,2023-01-18
frank szwajcarski,CHF,4.7449,2023-01-18
funt szterling,GBP,5.3543,2023-01-18
hrywna (Ukraina),UAH,0.1258,2023-01-18
jen (Japonia),JPY,0.033479,2023-01-18
korona czeska,CZK,0.1964,2023-01-18
korona duńska,DKK,0.6331,2023-01-18
korona islandzka,ISK,0.03048,2023-01-18
korona norweska,NOK,0.4414,2023-01-18
korona szwedzka,SEK,0.421,2023-01-18
lej rumuński,RON,0.9545,2023-01-18
lew (Bułgaria),BGN,2.4077,2023-01-18
lira turecka,TRY,0.2305,2023-01-18
nowy izraelski szekel,ILS,1.2825,2023-01-18
peso chilijskie,CLP,0.005315,2023-01-18
peso filipińskie,PHP,0.0794,2023-01-18
peso meksykańskie,MXN,0.2332,2023-01-18
rand (Republika Południowej Afryki),ZAR,0.256,2023-01-18
real (Brazylia),BRL,0.8493,2023-01-18
ringgit (Malezja),MYR,1.0043,2023-01-18
rupia indonezyjska,IDR,0.00028714,2023-01-18
rupia indyjska,INR,0.053314,2023-01-18
won południowokoreański,KRW,0.003515,2023-01-18
yuan renminbi (Chiny),CNY,0.6415,2023-01-18
SDR (MFW),XDR,5.8575,2023-01-18
bat (Tajlandia),THB,0.1316,2023-01-19
dolar amerykański,USD,4.3469,2023-01-19
dolar australijski,AUD,2.9922,2023-01-19
dolar Hongkongu,HKD,0.555,2023-01-19
dolar kanadyjski,CAD,3.2165,2023-01-19
dolar nowozelandzki,NZD,2.7762,2023-01-19
dolar singapurski,SGD,3.2798,2023-01-19
euro,EUR,4.7053,2023-01-19
forint (Węgry),HUF,0.011902,2023-01-19
frank szwajcarski,CHF,4.7437,2023-01-19
funt szterling,GBP,5.3625,2023-01-19
hrywna (Ukraina),UAH,0.1258,2023-01-19
jen (Japonia),JPY,0.033873,2023-01-19
korona czeska,CZK,0.1965,2023-01-19
korona duńska,DKK,0.6324,2023-01-19
korona islandzka,ISK,0.030455,2023-01-19
korona norweska,NOK,0.4385,2023-01-19
korona szwedzka,SEK,0.4238,2023-01-19
lej rumuński,RON,0.9544,2023-01-19
lew (Bułgaria),BGN,2.4058,2023-01-19
lira turecka,TRY,0.2312,2023-01-19
nowy izraelski szekel,ILS,1.281,2023-01-19
peso chilijskie,CLP,0.005275,2023-01-19
peso filipińskie,PHP,0.0795,2023-01-19
peso meksykańskie,MXN,0.2291,2023-01-19
rand (Republika Południowej Afryki),ZAR,0.252,2023-01-19
real (Brazylia),BRL,0.838,2023-01-19
ringgit (Malezja),MYR,1.009,2023-01-19
rupia indonezyjska,IDR,0.00028778,2023-01-19
rupia indyjska,INR,0.053425,2023-01-19
won południowokoreański,KRW,0.003513,2023-01-19
yuan renminbi (Chiny),CNY,0.6407,2023-01-19
SDR (MFW),XDR,5.8595,2023-01-19
bat (Tajlandia),THB,0.1326,2023-01-20
dolar amerykański,USD,4.352,2023-01-20
dolar australijski,AUD,3.0169,2023-01-20
dolar Hongkongu,HKD,0.5556,2023-01-20
dolar kanadyjski,CAD,3.2311,2023-01-20
dolar nowozelandzki,NZD,2.7919,2023-01-20
dolar singapurski,SGD,3.2908,2023-01-20
euro,EUR,4.7137,2023-01-20
forint (Węgry),HUF,0.011907,2023-01-20
frank szwajcarski,CHF,4.7281,2023-01-20
funt szterling,GBP,5.3711,2023-01-20
hrywna (Ukraina),UAH,0.1258,2023-01-20
jen (Japonia),JPY,0.033614,2023-01-20
korona czeska,CZK,0.1969,2023-01-20
korona duńska,DKK,0.6336,2023-01-20
korona islandzka,ISK,0.030509,2023-01-20
korona norweska,NOK,0.4401,2023-01-20
korona szwedzka,SEK,0.4221,2023-01-20
lej rumuński,RON,0.9569,2023-01-20
lew (Bułgaria),BGN,2.4101,2023-01-20
lira turecka,TRY,0.2315,2023-01-20
nowy izraelski szekel,ILS,1.2764,2023-01-20
peso chilijskie,CLP,0.005283,2023-01-20
peso filipińskie,PHP,0.0799,2023-01-20
peso meksykańskie,MXN,0.2293,2023-01-20
rand (Republika Południowej Afryki),ZAR,0.2514,2023-01-20
real (Brazylia),BRL,0.841,2023-01-20
ringgit (Malezja),MYR,1.0155,2023-01-20
rupia indonezyjska,IDR,0.00028869,2023-01-20
rupia indyjska,INR,0.053646,2023-01-20
won południowokoreański,KRW,0.003524,2023-01-20
yuan renminbi (Chiny),CNY,0.6416,2023-01-20
SDR (MFW),XDR,5.8803,2023-01-20
bat (Tajlandia),THB,0.1321,2023-01-23
dolar amerykański,USD,4.3242,2023-01-23
dolar australijski,AUD,3.0305,2023-01-23
dolar Hongkongu,HKD,0.5523,2023-01-23
dolar kanadyjski,CAD,3.2389,2023-01-23
dolar nowozelandzki,NZD,2.8081,2023-01-23
dolar singapurski,SGD,3.2849,2023-01-23
euro,EUR,4.7186,2023-01-23
forint (Węgry),HUF,0.011958,2023-01-23
frank szwajcarski,CHF,4.7118,2023-01-23
funt szterling,GBP,5.3648,2023-01-23
hrywna (Ukraina),UAH,0.1258,2023-01-23
jen (Japonia),JPY,0.033307,2023-01-23
korona czeska,CZK,0.1974,2023-01-23
korona duńska,DKK,0.6342,2023-01-23
korona islandzka,ISK,0.030541,2023-01-23
korona norweska,NOK,0.4417,2023-01-23
korona szwedzka,SEK,0.4235,2023-01-23
lej rumuński,RON,0.959,2023-01-23
lew (Bułgaria),BGN,2.4126,2023-01-23
lira turecka,TRY,0.2299,2023-01-23
nowy izraelski szekel,ILS,1.2804,2023-01-23
peso chilijskie,CLP,0.005304,2023-01-23
peso filipińskie,PHP,0.0792,2023-01-23
peso meksykańskie,MXN,0.2297,2023-01-23
rand (Republika Południowej Afryki),ZAR,0.252,2023-01-23
real (Brazylia),BRL,0.8303,2023-01-23
ringgit (Malezja),MYR,1.009,2023-01-23
rupia indonezyjska,IDR,0.00028685,2023-01-23
rupia indyjska,INR,0.053138,2023-01-23
won południowokoreański,KRW,0.003523,2023-01-23
yuan renminbi (Chiny),CNY,0.6419,2023-01-23
SDR (MFW),XDR,5.8763,2023-01-23
bat (Tajlandia),THB,0.132,2023-01-24
dolar amerykański,USD,4.3341,2023-01-24
dolar australijski,AUD,3.0422,2023-01-24
dolar Hongkongu,HKD,0.5534,2023-01-24
dolar kanadyjski,CAD,3.2421,2023-01-24
dolar nowozelandzki,NZD,2.8107,2023-01-24
dolar singapurski,SGD,3.2832,2023-01-24
euro,EUR,4.7073,2023-01-24
forint (Węgry),HUF,0.011863,2023-01-24
frank szwajcarski,CHF,4.7014,2023-01-24
funt szterling,GBP,5.3443,2023-01-24
hrywna (Ukraina),UAH,0.1258,2023-01-24
jen (Japonia),JPY,0.033311,2023-01-24
korona czeska,CZK,0.1972,2023-01-24
korona duńska,DKK,0.6328,2023-01-24
korona islandzka,ISK,0.030389,2023-01-24
korona norweska,NOK,0.4405,2023-01-24
korona szwedzka,SEK,0.4244,2023-01-24
lej rumuński,RON,0.9567,2023-01-24
lew (Bułgaria),BGN,2.4068,2023-01-24
lira turecka,TRY,0.2305,2023-01-24
nowy izraelski szekel,ILS,1.2862,2023-01-24
peso chilijskie,CLP,0.005329,2023-01-24
peso filipińskie,PHP,0.0796,2023-01-24
peso meksykańskie,MXN,0.23,2023-01-24
rand (Republika Południowej Afryki),ZAR,0.2509,2023-01-24
real (Brazylia),BRL,0.8322,2023-01-24
ringgit (Malezja),MYR,1.0113,2023-01-24
rupia indonezyjska,IDR,0.00029113,2023-01-24
rupia indyjska,INR,0.05305,2023-01-24
won południowokoreański,KRW,0.003509,2023-01-24
yuan renminbi (Chiny),CNY,0.6404,2023-01-24
SDR (MFW),XDR,5.8464,2023-01-24
bat (Tajlandia),THB,0.1319,2023-01-25
dolar amerykański,USD,4.3265,2023-01-25
dolar australijski,AUD,3.068,2023-01-25
dolar Hongkongu,HKD,0.5523,2023-01-25
dolar kanadyjski,CAD,3.2344,2023-01-25
dolar nowozelandzki,NZD,2.8033,2023-01-25
dolar singapurski,SGD,3.288,2023-01-25
euro,EUR,4.7079,2023-01-25
forint (Węgry),HUF,0.012091,2023-01-25
frank szwajcarski,CHF,4.687,2023-01-25
funt szterling,GBP,5.3263,2023-01-25
hrywna (Ukraina),UAH,0.1258,2023-01-25
jen (Japonia),JPY,0.03332,2023-01-25
korona czeska,CZK,0.1975,2023-01-25
korona duńska,DKK,0.6329,2023-01-25
korona islandzka,ISK,0.029968,2023-01-25
korona norweska,NOK,0.4379,2023-01-25
korona szwedzka,SEK,0.4228,2023-01-25
lej rumuński,RON,0.9608,2023-01-25
lew (Bułgaria),BGN,2.4071,2023-01-25
lira turecka,TRY,0.2301,2023-01-25
nowy izraelski szekel,ILS,1.2898,2023-01-25
peso chilijskie,CLP,0.005398,2023-01-25
peso filipińskie,PHP,0.0793,2023-01-25
peso meksykańskie,MXN,0.2305,2023-01-25
rand (Republika Południowej Afryki),ZAR,0.2515,2023-01-25
real (Brazylia),BRL,0.8418,2023-01-25
ringgit (Malezja),MYR,1.0153,2023-01-25
rupia indonezyjska,IDR,0.00028911,2023-01-25
rupia indyjska,INR,0.053032,2023-01-25
won południowokoreański,KRW,0.003508,2023-01-25
yuan renminbi (Chiny),CNY,0.6405,2023-01-25
SDR (MFW),XDR,5.8503,2023-01-25
bat (Tajlandia),THB,0.1323,2023-01-26
dolar amerykański,USD,4.3354,2023-01-26
dolar australijski,AUD,3.0799,2023-01-26
dolar Hongkongu,HKD,0.5537,2023-01-26
dolar kanadyjski,CAD,3.2351,2023-01-26
dolar nowozelandzki,NZD,2.8079,2023-01-26
dolar singapurski,SGD,3.3034,2023-01-26
euro,EUR,4.7239,2023-01-26
forint (Węgry),HUF,0.01216,2023-01-26
frank szwajcarski,CHF,4.7142,2023-01-26
funt szterling,GBP,5.369,2023-01-26
hrywna (Ukraina),UAH,0.1258,2023-01-26
jen (Japonia),JPY,0.033362,2023-01-26
korona czeska,CZK,0.1987,2023-01-26
korona duńska,DKK,0.6351,2023-01-26
korona islandzka,ISK,0.030069,2023-01-26
korona norweska,NOK,0.4389,2023-01-26
korona szwedzka,SEK,0.4233,2023-01-26
lej rumuński,RON,0.9671,2023-01-26
lew (Bułgaria),BGN,2.4153,2023-01-26
lira turecka,TRY,0.2305,2023-01-26
nowy izraelski szekel,ILS,1.2791,2023-01-26
peso chilijskie,CLP,0.005396,2023-01-26
peso filipińskie,PHP,0.0797,2023-01-26
peso meksykańskie,MXN,0.2305,2023-01-26
rand (Republika Południowej Afryki),ZAR,0.2537,2023-01-26
real (Brazylia),BRL,0.8545,2023-01-26
ringgit (Malezja),MYR,1.0212,2023-01-26
rupia indonezyjska,IDR,0.00029004,2023-01-26
rupia indyjska,INR,0.053164,2023-01-26
won południowokoreański,KRW,0.003514,2023-01-26
yuan renminbi (Chiny),CNY,0.6426,2023-01-26
SDR (MFW),XDR,5.8612,2023-01-26
bat (Tajlandia),THB,0.1316,2023-01-27
dolar amerykański,USD,4.3252,2023-01-27
dolar australijski,AUD,3.0729,2023-01-27
dolar Hongkongu,HKD,0.5525,2023-01-27
dolar kanadyjski,CAD,3.2479,2023-01-27
dolar nowozelandzki,NZD,2.8053,2023-01-27
dolar singapurski,SGD,3.2924,2023-01-27
euro,EUR,4.7076,2023-01-27
forint (Węgry),HUF,0.012125,2023-01-27
frank szwajcarski,CHF,4.6961,2023-01-27
funt szterling,GBP,5.3505,2023-01-27
hrywna (Ukraina),UAH,0.1258,2023-01-27
jen (Japonia),JPY,0.033309,2023-01-27
korona czeska,CZK,0.1977,2023-01-27
korona duńska,DKK,0.6329,2023-01-27
korona islandzka,ISK,0.030391,2023-01-27
korona norweska,NOK,0.4387,2023-01-27
korona szwedzka,SEK,0.4203,2023-01-27
lej rumuński,RON,0.9622,2023-01-27
lew (Bułgaria),BGN,2.4069,2023-01-27
lira turecka,TRY,0.2301,2023-01-27
nowy izraelski szekel,ILS,1.2581,2023-01-27
peso chilijskie,CLP,0.005391,2023-01-27
peso filipińskie,PHP,0.0794,2023-01-27
peso meksykańskie,MXN,0.2304,2023-01-27
rand (Republika Południowej Afryki),ZAR,0.2507,2023-01-27
real (Brazylia),BRL,0.8537,2023-01-27
ringgit (Malezja),MYR,1.019,2023-01-27
rupia indonezyjska,IDR,0.00028864,2023-01-27
rupia indyjska,INR,0.053054,2023-01-27
won południowokoreański,KRW,0.003504,2023-01-27
yuan renminbi (Chiny),CNY,0.6404,2023-01-27
SDR (MFW),XDR,5.8442,2023-01-27
